Date,Issuer,Symbol,Lead/Joint-Lead  Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Chg Opening,$ Chg Close,Star Ratings,Performed
1/13/2017,Gores Holdings II ,GSHTU,Deutsche Bank Securities,$10.00 ,$10.16 ,$10.25 ,2.50%,$0.16 ,$0.25 ,1,
1/20/2017,FinTech Acquisition Corp. II,FNTEU,Cantor Fitzgerald & Co.,$10.00 ,$10.10 ,$10.05 ,0.50%,$0.10 ,$0.05 ,1,
1/20/2017,Keane Group ,FRAC,Citigroup/ Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,$19.00 ,$22.18 ,$21.65 ,13.95%,$3.18 ,$2.65 ,3,
1/26/2017,AnaptysBio ,ANAB,Credit Suisse/ Stifel,$15.00 ,$16.00 ,$17.00 ,13.33%,$1.00 ,$2.00 ,2,
1/26/2017,ObsEva SA  ,OBSV,Credit Suisse/ Jefferies/ Leerink Partners,$15.00 ,$13.29 ,$11.65 ,-22.33%,($1.71),($3.35),2,Missed
1/27/2017,Jagged Peak Energy ,JAG,Citigroup/ Credit Suisse/ J.P. Morgan,$15.00 ,$14.18 ,$14.33 ,-4.47%,($0.82),($0.67),1,
1/27/2017,JELD-WEN Holding ,JELD,Barclays/ Citigroup/ Credit Suisse/ J.P. Morgan,$23.00 ,$25.32 ,$26.12 ,13.57%,$2.32 ,$3.12 ,3,
1/27/2017,Jounce Therapeutics ,JNCE,J.P. Morgan/ Cowen and Company,$16.00 ,$18.00 ,$17.25 ,7.81%,$2.00 ,$1.25 ,2,
1/27/2017,REV Group ,REVG,Goldman Sachs/ Morgan Stanley/ Baird,$22.00 ,$25.75 ,$25.00 ,13.64%,$3.75 ,$3.00 ,2,
2/1/2017,Invitation Homes ,INVH,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Wells Fargo Securities/ Credit Suisse/ Morgan Stanley/ RBC Capital Market,$20.00 ,$20.15 ,$20.00 ,0.00%,$0.15 ,$0.00 ,2,Missed
2/1/2017,Laureate Education ,LAUR,Credit Suisse/ Morgan Stanley/ Barclays/ Macquarie Capital/ J.P. Morgan/ BMO Capital Markets/ Citigroup/ KKR/ Goldman Sachs,$14.00 ,$12.50 ,$13.25 ,-5.36%,($1.50),($0.75),1,
2/3/2017,"Kimbell Royalty Partners, LP ",KRP,Raymond James/ RBC Capital Markets/ Stifel,$18.00 ,$18.11 ,$20.64 ,14.67%,$0.11 ,$2.64 ,1,
2/3/2017,Ramaco Resources ,METC,Credit Suisse/ Jefferies/ BMO Capital Markets,$13.50 ,$14.55 ,$13.55 ,0.37%,$1.05 ,$0.05 ,2,
2/10/2017,Clipper Realty ,CLPR,FBR/ Raymond James,$13.50 ,$15.00 ,$13.50 ,0.00%,$1.50 ,$0.00 ,1,
2/10/2017,Foundation Building Materials ,FBM,Deutsche Bank Securities/ Barclays/ RBC Capital Markets/ Citigroup/ Baird,$14.00 ,$15.80 ,$15.50 ,10.71%,$1.80 ,$1.50 ,1,
2/10/2017,Sachem Capital ,SACH,Joseph Gunnar,$5.00 ,$4.90 ,$5.04 ,0.80%,($0.10),$0.04 ,1,
3/1/2017,Hamilton Lane ,HLNE,J.P. Morgan/ Morgan Stanle,$16.00 ,$17.85 ,$18.02 ,12.63%,$1.85 ,$2.02 ,2,
3/2/2017,Snap ,SNAP,Morgan Stanley/ Goldma Sachs/ J. P. Morgan/ Deutsche Bank Securities,$17.00 ,$23.71 ,$24.48 ,44.00%,$6.71 ,$7.48 ,3,
3/8/2017,J.JILL ,JILL,BofA Merrill Lynch/Morgan Stanley/ Jefferies,$13.00 ,$12.85 ,$12.65 ,-2.69%,($0.15),($0.35),1,
3/8/2017,BeyondSpring ,BYSI,Rodman & Renshaw (a Unit of H.C. Wainwright & Co.),$20.00 ,$20.00 ,$16.80 ,-16.00%,$0.00 ,($3.20),N/C,No Call
3/10/2017,Presidio ,PSDO,J.P. Morgan/ Citigroup,$14.00 ,$13.50 ,$14.25 ,1.79%,($0.50),$0.25 ,2,Missed
3/10/2017,Matlin & Partners Acquisition ,MPACU,Cantor Fitzgerald & Co.,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1,
3/15/2017,Ardagh Group S.A.  ,ARD,"Citigroup/ Deutsche Bank Securities/ Goldman, Sachs/ Barclays/ Credit Suisse/ J.P. Morgan",$19.00 ,$21.96 ,$22.91 ,20.58%,$2.96 ,$3.91 ,1,Missed
3/16/2017,Canada Goose Holdings ,GOOS,"CIBC Capital Markets/ Credit Suisse/ Goldman, Sachs/ RBC Capital Markets",$12.78 ,$18.00 ,$16.08 ,25.82%,$5.22 ,$3.30 ,3,
3/17/2017,MuleSoft ,MULE,"Goldman, Sachs/ J.P. Morgan/ BoA Merrill Lynch",$17.00 ,$24.25 ,$24.75 ,45.59%,$7.25 ,$7.75 ,3,
3/17/2017,ProPetro Holding ,PUMP,Goldman Sachs/ Barclays/ Credit Suisse/ J.P. Morgan,$14.00 ,$15.00 ,$14.50 ,3.57%,$1.00 ,$0.50 ,1,
3/24/2017,Alteryx ,AYX,"Goldman, Sachs/ J.P. Morgan",$14.00 ,$17.25 ,$15.50 ,10.71%,$3.25 ,$1.50 ,3,
3/24/2017,Silver Run Acquisition Corp II ,SRUNU,Citigroup/ Credit Suisse/ Deutsche Bank Securities,$10.00 ,$10.21 ,$10.36 ,3.60%,$0.21 ,$0.36 ,1,
3/30/2017,Kayne Anderson Acquisition ,KAACU,Citigroup/ Deutsche Bank Securities/ Credit Suisse,$10.00 ,$10.09 ,$10.00 ,0.00%,$0.09 ,$0.00 ,1,
4/5/2017,Hess Midstream Partners LP,MESM,"Goldman, Sachs/ Morgan Stanley",$23.00 ,$25.50 ,$25.60 ,11.30%,$2.50 ,$2.60 ,2,
4/6/2017,Schneider National ,SNDR,Morgan Stanley/ UBS Investment Bank/ BofA Merrill Lynch,$19.00 ,$19.50 ,$19.00 ,0.00%,$0.50 ,$0.00 ,2,
4/6/2017,Elevate Credit ,ELVT,UBS Securities/ Jefferies/ Stifel/ William Blair & Company,$6.50 ,$7.00 ,$7.76 ,19.38%,$0.50 ,$1.26 ,1,
4/7/2017,Forum Merger,FMCIU,EarlyBirdCapital,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
4/7/2017,Okta,OKTA,"Goldman, Sachs/ J.P. Morgan Securities/ Allen & Company",$17.00 ,$17.00 ,$23.56 ,38.59%,$0.00 ,$6.56 ,3,
4/11/2017,Azul S.A. ,AZUL,Citigroup/ Itaú BBA/ Deutsche Bank Securities,$20.06 ,$21.80 ,$21.50 ,7.18%,$1.74 ,$1.44 ,2,
4/11/2017,Vantage Energy Acquisition ,VEACU,"Citigroup/ Credit Suisse/ Goldman, Sachs",$10.00 ,$10.10 ,$10.00 ,0.00%,$0.10 ,$0.00 ,1,
4/12/2017,Netshoes (Cayman) Ltd. ,NETS,"Goldman, Sachs/ J.P. Morgan/ Bradesco BBI/ Allen & Company/ Jefferies",$18.00 ,$16.32 ,$16.10 ,-10.56%,($1.68),($1.90),2,Missed
4/13/2017,Cadence Bancorporation ,CADE,"Goldman, Sachs/ J.P. MorganSandle/ O’Neill + Partners/ Keefe, Bruyette & Woods (A Stifel Company)",$20.00 ,$22.08 ,$21.55 ,7.75%,$2.08 ,$1.55 ,2,
4/13/2017,Tocagen ,TOCA,Leerink Partners/ Evercore ISI/ Stifel,$10.00 ,$10.27 ,$12.45 ,24.50%,$0.27 ,$2.45 ,2,
4/13/2017,Warrior Met Coal ,HCC,Credit Suisse/ Citigroup/ Morgan Stanley/ BMO Capital Markets/ RBC Capital Markets,$19.00 ,$17.50 ,$18.00 ,-5.26%,($1.50),($1.00),2,Missed
4/13/2017,Yext,YEXT,Morgan Stanley/ J.P. Morgan/ RBC Capital Markets,$11.00 ,$14.03 ,$13.41 ,21.91%,$3.03 ,$2.41 ,3,
4/21/2017,Select Energy Services ,WTTR,Credit Suisse/ FBR/ Wells Fargo Securities/ BofA Merrill Lynch/ Citigroup/ J.P. Morgan,$14.00 ,$14.90 ,$14.02 ,0.14%,$0.90 ,$0.02 ,1,
4/27/2017,Floor & Decor Holdings ,FND,BofA Merrill Lynch/ Barclays/ Credit Suisse / UBS Investment Bank,$21.00 ,$30.25 ,$32.05 ,52.62%,$9.25 ,$11.05 ,3,
4/28/2017,Carvana ,CVNA,Wells Fargo Securities/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities,$15.00 ,$13.71 ,$11.10 ,-26.00%,($1.29),($3.90),3,Missed
4/28/2017,China Rapid Finance Limited ,XRF,Morgan Stanley/ Credit Suisse/ Jefferies,$6.00 ,$6.67 ,$6.67 ,11.17%,$0.67 ,$0.67 ,1,
4/28/2017,Cloudera ,CLDR,Morgan Stanley/ J.P. Morga/ Allen & Company,$15.00 ,$17.87 ,$18.10 ,20.67%,$2.87 ,$3.10 ,3,
4/28/2017,Emerald Expositions Events ,EEX,"BofA Merrill Lynch/ Barclays/ Goldman, Sachs",$17.00 ,$18.73 ,$19.50 ,14.71%,$1.73 ,$2.50 ,1,Missed
4/28/2017,NCS Multistage Holdings ,NCSM,Credit Suisse/ Citigroup/ Wells Fargo Securities,$17.00 ,$20.00 ,$19.50 ,14.71%,$3.00 ,$2.50 ,1,Missed
4/28/2017,Zymeworks ,ZYME,Citigroup/ Barclays/ Wells Fargo Securities/ Canaccord Genuity,$13.00 ,$13.50 ,$13.00 ,0.00%,$0.50 ,$0.00 ,3,Missed
5/4/2017,Antero Resources Midstream Management ,AMGP,Morgan Stanley/ Barclays/ J.P. Morgan,$23.50 ,$22.19 ,$22.00 ,-6.38%,($1.31),($1.50),2,
5/4/2017,Biohaven Pharmaceutical Holding ,BHVN,Morgan Stanley/ Piper Jaffray/ Barclays Capital,$17.00 ,$20.24 ,$17.50 ,2.94%,$3.24 ,$0.50 ,2,
5/4/2017,UroGen Pharma Ltd. ,URGN,Jefferies/ Cowen and Company,$13.00 ,$13.28 ,$13.98 ,7.54%,$0.28 ,$0.98 ,2,
5/5/2017,KKR Real Estate Finance Trust ,KREF,Wells Fargo Securities/ Morgan Stanley/ KKR,$20.50 ,$21.01 ,$22.13 ,7.95%,$0.51 ,$1.63 ,1,Missed
5/5/2017,Ovid Therapeut ,OVID,Citigroup/ Cowen and Company,$15.00 ,$14.00 ,$12.25 ,-18.33%,($1.00),($2.75),1,
5/5/2017,TPG Pace Energy Holdings ,TPGEU,"Deutsche Bank Securities/ Goldman, Sachs",$10.00 ,$10.10 ,$10.14 ,1.40%,$0.10 ,$0.14 ,1,
5/9/2017,ENDRA Life Sciences ,NDRAU,Dougherty & Company/Dawson James Securities,$5.00 ,$5.45 ,$5.20 ,4.00%,$0.45 ,$0.20 ,1,
5/9/2017,Guaranty Bancshares ,GNTY,Sandler O’Neill + Partners/ Stephens,$27.00 ,$30.00 ,$30.10 ,11.48%,$3.00 ,$3.10 ,2,
5/10/2017,Five Point Holdings ,FPH,Citigroup/ J.P. Morgan,$14.00 ,$15.25 ,$15.04 ,7.43%,$1.25 ,$1.04 ,1,
5/12/2017,A.S.V. ,ASV,Roth Capital Partners,$7.00 ,$7.45 ,$7.85 ,12.14%,$0.45 ,$0.85 ,1,
5/12/2017,Gardner Denver Holdings ,GDI,"Goldman, Sachs/ Citigroup/ UBS Investment Bank/ KKR/ Simmons & Company International (Energy Specialists of Piper Jaffray)/ Deutsche Bank Securities/ Baird/ Credit Suisse/ Morgan Stanley",$20.00 ,$21.20 ,$21.10 ,5.50%,$1.20 ,$1.10 ,1,
5/12/2017,Modern Media Acquisition ,MMDMU,Macquarie Capital,$10.00 ,$10.09 ,$10.11 ,1.10%,$0.09 ,$0.11 ,1,
5/12/2017,National Energy Services Reunited ,NESRU,Maxim Group/ National Bank of Canada Financial,$10.00 ,$10.00 ,$9.99 ,-0.10%,$0.00 ,($0.01),1,
5/12/2017,Solaris Oilfield Infrastructure ,SOI,"Credit Suisse/ Goldman, Sachs",$12.00 ,$12.23 ,$11.55 ,-3.75%,$0.23 ,($0.45),1,
5/12/2017,Veritone ,VERI,Wunderlich/ Craig-Hallum Capital Group,$15.00 ,$15.64 ,$13.07 ,-12.87%,$0.64 ,($1.93),2,
5/17/2017,G1 Therapeutics ,GTHX,J.P. Morgan/ Cowen and Company,$15.00 ,$15.00 ,$15.00 ,0.00%,$0.00 ,$0.00 ,1,
5/18/2017,Bright Scholar Education Holdings ,BEDU,Morgan Stanley/ Deutsche Bank Securities,$10.50 ,$11.05 ,$13.40 ,27.62%,$0.55 ,$2.90 ,1,
5/24/2017,SMART Global Holdings ,SGH,Barclays/ Deutsche Bank Securities/ Jefferies/ Stifel,$11.00 ,$12.00 ,$13.45 ,22.27%,$1.00 ,$2.45 ,1,
5/25/2017,Appian ,APPN,"Morgan Stanley/ Goldman, Sachs/ Barclays",$12.00 ,$15.00 ,$15.01 ,25.08%,$3.00 ,$3.01 ,2,
5/25/2017,WideOpenWest ,WOW,UBS Investment Bank/ Credit Suisse/ RBC Capital Markets/ SunTrust Robinson Humphrey/ Evercore ISI/ Macquarie Capital,$17.00 ,$16.15 ,$16.50 ,-2.94%,($0.85),($0.50),1,
6/2/2017,KBL Merger Corp. IV  ,KBLMU,Ladenburg Thalmann,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
6/7/2017,ShotSpotter,SSTI,Roth Capital Partners/ Northland Capital Markets,$11.00 ,$12.20 ,$14.38 ,30.73%,$1.20 ,$3.38 ,1,
6/9/2017,Plymouth Industrial  REIT ,PLYM,D.A. Davidson/ BB&T Capital Markets/ Oppenheimer,$19.00 ,$18.31 ,$18.39 ,-3.21%,($0.69),($0.61),1,
6/14/2017,Athenex ,ATNX,Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan,$11.00 ,$12.00 ,$12.56 ,14.18%,$1.00 ,$1.56 ,2,Missed
6/14/2017,TCG BDC ,CGBD,"BofA Merrill Lynch/ Morgan Stanley/ J.P. Morgan/ Citigroup/ Keefe, Bruyette & Woods (A Stifel Company)/ Wells Fargo Securities",$18.50 ,$17.80 ,$18.11 ,-2.11%,($0.70),($0.39),1,
6/20/2017,Bison Capital Acquisition ,BCACU,EarlyBirdCapital,$10.00 ,$10.10 ,$10.70 ,7.00%,$0.10 ,$0.70 ,1,
6/20/2017,Constellation Alpha Capital,CNACU,Cowen,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1,
6/22/2017,Altice USA ,ATUS,"J.P. Morgan/ Morgan Stanley/ Citigroup/ Goldman, Sachs/ BofA Merrill Lynch/ Barclays/ BNP PARIBAS/ Deutsche Bank Securities/ RBC Capital Markets",$30.00 ,$31.60 ,$32.71 ,9.03%,$1.60 ,$2.71 ,2,
6/22/2017,"Safety, Income and Growth ",SAFE,BofA Merrill Lync/ J.P. Morgan/ Barclays/ Citigroup/ Raymond James,$20.00 ,$19.00 ,$19.00 ,-5.00%,($1.00),($1.00),1,
6/22/2017,SG Blocks ,SBGX,Joseph Gunnar,$5.00 ,$4.75 ,$4.92 ,-1.60%,($0.25),($0.08),1,
6/23/2017,Granite Point Mortgage Trust ,GPMT,J.P. Morgan/ Morgan Stanley/ Citigroup,$19.50 ,$18.25 ,$19.00 ,-2.56%,($1.25),($0.50),1,
6/23/2017,Hennessy Capital Acquisition Corp. III ,HCAC.U,Credit Suisse/ Stifel,$10.00 ,$10.04 ,$10.05 ,0.50%,$0.04 ,$0.05 ,1,
6/26/2017,Avenue Therapeutics ,ATXI,Oppenheimer,$6.00 ,$7.60 ,$8.25 ,37.50%,$1.60 ,$2.25 ,1,Missed
6/26/2017,Esquire Financial Holdings ,ESQ,Sandler O’Neill & Partners,$14.00 ,$15.90 ,$15.25 ,8.93%,$1.90 ,$1.25 ,2,
6/27/2017,Mersana Therapeutics ,MRSN,J.P. Morgan/ Cowen/ Leerink Partners,$15.00 ,$14.25 ,$14.00 ,-6.67%,($0.75),($1.00),3,Missed
6/27/2017,TPG Pace Holdings ,TPGH.U,Deutsche Bank Securities/ Goldman Sachs,$10.00 ,$10.20 ,$10.25 ,2.50%,$0.20 ,$0.25 ,1,
6/29/2017,Aileron Therapeutics ,ALRN,BofA Merrill Lynch/ Jefferies,$15.00 ,$13.75 ,$10.80 ,-28.00%,($1.25),($4.20),2,Missed
6/29/2017,Blue Apron Holdings ,APRN,Goldman Sachs/ Morgan Stanley/ Citigroup/ Barclays,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
6/29/2017,Dova Pharmaceuticals ,DOVA,J.P. Morgan/ Jefferies/ Leerink Partners,$17.00 ,$19.25 ,$19.81 ,16.53%,$2.25 ,$2.81 ,2,
6/30/2017,Byline Bancorp ,BY,"BofA Merrill Lynch/ Keefe, Bruyette & Woods (A Stifel Company)",$19.00 ,$20.35 ,$20.05 ,5.53%,$1.35 ,$1.05 ,2,
6/30/2017,Tintri ,TNTR,Morgan Stanley/ BofAMerrill Lynch/ Pacific Crest Securities (a division of KeyBanc Capital Markets),$7.00 ,$7.12 ,$7.27 ,3.86%,$0.12 ,$0.27 ,1,
7/12/2017,Co-Diagnostics ,CODX,WallachBeth Capital/ Network 1 Securities,$6.00 ,$6.00 ,$5.81 ,-3.17%,$0.00 ,($0.19),1,
7/14/2017,Akcea Therapeutics ,AKCA,Cowen and Company/ Stifel/ Wells Fargo Securities,$8.00 ,$8.13 ,$9.48 ,18.50%,$0.13 ,$1.48 ,1,
7/19/2017,Federal Street Acquisition ,FSACU,Citigroup/ BofA Merrill Lynch,$10.00 ,$10.06 ,$10.10 ,1.00%,$0.06 ,$0.10 ,1,
7/20/2017,Calyxt ,CLXT,Citigroup/ Credit Suisse/ Jefferies,$8.00 ,$9.50 ,$11.25 ,40.63%,$1.50 ,$3.25 ,1,
7/20/2017,Kala Pharmaceuticals ,KALA,J.P. Morgan/ BofA Merrill Lynch ,$15.00 ,$16.70 ,$18.62 ,24.13%,$1.70 ,$3.62 ,2,
7/20/2017,TPG RE Finance Trust ,TRTX,"BofA Merrill Lynch/ Citigroup/ Goldman, Sachs/ Wells Fargo Securities/ Deutsche Bank Securities/ Morgan Stanley/ Barclays",$20.00 ,$19.58 ,$19.58 ,-2.10%,($0.42),($0.42),1,
7/21/2017,PetIQ ,PETQ,Jefferies/ William Blair,$16.00 ,$21.00 ,$23.25 ,45.31%,$5.00 ,$7.25 ,1,Missed
7/26/2017,RBB Bancorp ,RBB,"Sandler O’Neill/ Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",$23.00 ,$23.32 ,$23.35 ,1.52%,$0.32 ,$0.35 ,2,
7/27/2017,Industrea Acquisition ,INDUU,FBR/ B. Riley & Co.,$10.00 ,$10.02 ,$10.02 ,0.20%,$0.02 ,$0.02 ,1,
7/27/2017,Pensare Acquisition ,WRLSU,EarlyBirdCapital,$10.00 ,$10.05 ,$10.04 ,0.40%,$0.05 ,$0.04 ,1,
7/27/2017,Sienna Biopharmaceuticals (SNNA),SNNA,J.P. Morgan/ Cowen/ BMO Capital Markets,$15.00 ,$19.05 ,$19.25 ,28.33%,$4.05 ,$4.25 ,2,
7/28/2017,Newater Technology ,NEWA,ViewTrade Securities,$5.00 ,$7.32 ,$8.93 ,78.60%,$2.32 ,$3.93 ,N/C,No Call
7/28/2017,Redfin ,RDFN,Goldman Sachs/ Allen & Company/ BofA Merrill Lynch/ RBC Capital Markets,$15.00 ,$19.56 ,$21.70 ,44.67%,$4.56 ,$6.70 ,3,
8/2/2017,Clementia Pharmaceuticals ,CMTA,Morgan Stanley/ Leerink Partners,$15.00 ,$18.25 ,$16.35 ,9.00%,$3.25 ,$1.35 ,3,
8/3/2017,Venator Materials PLC ,VNTR,Citigroup/ Goldman Sachs/ BofA Merrill Lynch/ J.P. Morgan ,$20.00 ,$20.89 ,$20.65 ,3.25%,$0.89 ,$0.65 ,1,
8/9/2017,I-AM Capital Acquisition ,IAMXU,Maxim Group LLC,$10.00 ,$10.05 ,$10.05 ,0.50%,$0.05 ,$0.05 ,1,
8/11/2017,Ranger Energy Services ,RNGR,Credit Suisse/ Simmons & Company International (Energy Specialists of Piper Jaffray)/ Wells Fargo Securities,$14.50 ,$14.00 ,$14.22 ,-1.93%,($0.50),($0.28),2,Missed
8/11/2017,YogaWorks ,YOGA,Cowen/ Stephens/ Guggenheim Securities,$5.50 ,$5.50 ,$4.85 ,-11.82%,$0.00 ,($0.65),2,Missed
8/16/2017,Capitol Investment Corp. IV ,CIC.U,Citigroup/ Deutsche Bank Securities/ J.P. Morgan,$10.00 ,$10.10 ,$10.02 ,0.20%,$0.10 ,$0.02 ,1,
8/17/2017,Atlantic Acquisition,ATACU,EarlyBirdCapital/ I-Bankers,$10.00 ,$10.05 ,$10.06 ,0.60%,$0.05 ,$0.06 ,1,
9/14/2017,Social Capital Hedosophia Holdings ,IPOA.U,Credit Suisse,$10.00 ,$10.20 ,$10.31 ,3.10%,$0.20 ,$0.31 ,1,
9/14/2017,Tremont Mortgage Trust (TRMT),TRMT,UBS Investment Bank/ Citigroup/ RBC Capital Markets,$20.00 ,$17.75 ,$17.29 ,-13.55%,($2.25),($2.71),1,
9/15/2017,Draper Oakwood Technology Acquisition ,DOTAU,EarlyBirdCapital,$10.00 ,$10.07 ,$10.16 ,1.60%,$0.07 ,$0.16 ,1,
9/20/2017,BEST Inc. ,BSTI,Citigroup/ Credit Suisse/ Goldman Sachs/ J.P. Morgan/ Deutsche Bank,$10.00 ,$11.48 ,$10.52 ,5.20%,$1.48 ,$0.52 ,1,
9/20/2017,Celcuity ,CELC,Craig-Hallum Capital Group,$9.50 ,$12.35 ,$14.29 ,50.42%,$2.85 ,$4.79 ,1,Missed
9/20/2017,Despegar.com ,DESP,Morgan Stanley/ Citigroup,$26.00 ,$29.00 ,$31.78 ,22.23%,$3.00 ,$5.78 ,2,
9/20/2017,Krystal Biotech ,KRYS,Ladenburg Thalmann,$10.00 ,$10.50 ,$10.64 ,6.40%,$0.50 ,$0.64 ,1,
9/20/2017,Zai Lab,ZLAB,J.P. Morgan/ Citigroup/ Leerink Partners,$18.00 ,$24.00 ,$27.93 ,55.17%,$6.00 ,$9.93 ,2,
9/21/2017,Oasis Midstream Partners LP ,OMP,Morgan Stanley/ Citigroup/ Wells Fargo Securities,$17.00 ,$16.75 ,$16.75 ,-1.47%,($0.25),($0.25),1,
9/21/2017,TDH Holdings ,PETZ,ViewTrade Securities,$4.25 ,$6.75 ,$6.41 ,50.82%,$2.50 ,$2.16 ,N/C,No Call
9/22/2017,Secoo Holding Limited ,SECO,Jefferies,$13.00 ,$12.10 ,$10.00 ,-23.08%,($0.90),($3.00),1,
9/27/2017,RYB Education ,RYB,Credit Suisse/ Morgan Stanley,$18.50 ,$24.12 ,$25.90 ,40.00%,$5.62 ,$7.40 ,2,
2/28/2017,Deciphera Pharmaceuticals ,DCPH,J.P. Morgan/ Piper Jaffray,$17.00 ,$20.05 ,$17.65 ,3.82%,$3.05 ,$0.65 ,2,
9/28/2017,Nightstar Therapeutics ,NITE,Jefferies/ Leerink Partners/ BMO Capital Markets,$14.00 ,$17.25 ,$24.00 ,71.43%,$3.25 ,$10.00 ,1,
9/28/2017,NuCana plc ,NCNA,Citigroup/ Jefferies/ Cowen,$15.00 ,$15.50 ,$16.15 ,7.67%,$0.50 ,$1.15 ,1,
9/28/2017,Roku ,ROKU,Morgan Stanley/ Citigroup,$14.00 ,$15.78 ,$23.50 ,67.86%,$1.78 ,$9.50 ,2,
9/29/2017,PQ Group ,PGQ,Morgan Stanley/ Goldman Sachs/ Citigroup/ Credit Suisse,$17.50 ,$17.00 ,$17.25 ,-1.43%,($0.50),($0.25),1,
10/5/2017,Black Ridge Acquisition ,BRACU,EarlyBirdCapital,$10.00 ,$10.09 ,$10.15 ,1.50%,$0.09 ,$0.15 ,1,
10/5/2017,Rhythm Pharmaceuticals ,RYTH,Morgan Stanley/ BofA Merrill Lynch/ Cowen,$17.00 ,$23.21 ,$30.00 ,76.47%,$6.21 ,$13.00 ,3,
10/6/2017,Switch ,SWCH,Goldman Sachs/ J.P. Morgan/ BMO Capital Markets/ Wells Fargo Securities,$17.00 ,$21.70 ,$20.84 ,22.59%,$4.70 ,$3.84 ,3,
10/12/2017,CarGurus ,CARG,Goldman Sachs/ Allen & Company/ RBC Capital Markets,$16.00 ,$29.00 ,$27.58 ,72.38%,$13.00 ,$11.58 ,3,
10/12/2017,OrthoPediatrics  ,KIDS,Piper Jaffray/ Stifel,$13.00 ,$18.00 ,$19.72 ,51.69%,$5.00 ,$6.72 ,2,
10/12/2017,Restoration Robotics ,HAIR,National Securities Corporation,$7.00 ,$8.85 ,$9.92 ,41.71%,$1.85 ,$2.92 ,1,Missed
10/13/2017,OptiNose,OPTN,Jefferies/ Piper Jaffray/ BMO Capital Markets/ RBC Capital Markets,$16.00 ,$20.00 ,$19.00 ,18.75%,$4.00 ,$3.00 ,2,
10/18/2017,Qudian ,QD,Morgan Stanley/ Credit Suisse/ Citigroup/CICc/ UBS Securities,$24.00 ,$34.50 ,$29.18 ,21.58%,$10.50 ,$5.18 ,3,
10/19/2017,MongoDB ,MDB,Morgan Stanley/ Goldman Sachs/ Barclays/ Allen & Company,$24.00 ,$33.00 ,$32.07 ,33.63%,$9.00 ,$8.07 ,3,
10/19/2017,Mosaic Acquisition ,MOSC.U,Deutsche Bank Securities/ RBC Capital Markets/ J.P. Morgan,$10.00 ,$10.20 ,$10.15 ,1.50%,$0.20 ,$0.15 ,1,
10/20/2017,Sea Limited ,SE,Goldman Sachs (Asia)/ Morgan Stanley/ Credit Suisse,$15.00 ,$16.25 ,$16.26 ,8.40%,$1.25 ,$1.26 ,3,
10/20/2017,RISE Education Cayman ,REDU,Morgan Stanley/ Credit Suisse,$14.50 ,$16.00 ,$16.61 ,14.55%,$1.50 ,$2.11 ,3,
10/25/2017,Haymaker Acquisition ,HYACU,Cantor Fitzgerald,$10.00 ,$10.07 ,$10.01 ,0.10%,$0.07 ,$0.01 ,1,
10/26/2017,BP Midstream Partners LP ,BPMP,Citigroup/ Goldman Sachs/ Morgan Stanley/ Barclays/ Credit Suisse/ J.P. Morgan/ UBS Investment Bank,$18.00 ,$16.85 ,$17.25 ,-4.17%,($1.15),($0.75),1,
10/26/2017,CM Seven Star Acquisition ,CMSSU,EarlyBirdCapital,$10.00 ,$10.01 ,$10.01 ,0.10%,$0.01 ,$0.01 ,1,
10/26/2017,National Vision Holdings ,EYE,BofA Merrill Lynch/ Goldman Sachs/ Citigroup/ KKR/ Morgan Stanley/ Jefferies/ UBS Investment Bank/ Wells Fargo Securities,$22.00 ,$28.75 ,$27.83 ,26.50%,$6.75 ,$5.83 ,3,
10/27/2017,Merchants Bancorp ,MBIN,Sandler O'Neill + Partners/ Stephens/ Raymond James,$16.00 ,$17.00 ,$16.80 ,5.00%,$1.00 ,$0.80 ,2,
10/27/2017,Nexa Resources S.A. ,NEXA,J.P. Morgan/ BMO Capital Markets/ Morgan Stanley/ Credit Suisse,$16.00 ,$16.50 ,$17.40 ,8.75%,$0.50 ,$1.40 ,1,
10/27/2017,ForeScout Technologies ,FSCT,Morgan Stanley/ J.P. Morgan/ Citigroup,$22.00 ,$26.25 ,$25.50 ,15.91%,$4.25 ,$3.50 ,3,
11/1/2017,Altair Engineering ,ALTR,J.P. Morgan/ RBC Capital Markets/ Deutsche Bank Securities,$13.00 ,$17.00 ,$18.31 ,40.85%,$4.00 ,$5.31 ,3,
11/1/2017,Loma Negra ,LOMA,BofA Merrill Lynch/ Bradesco BBI/ Citigroup/ HSBC/ Itaú BBA/ Morgan Stanley,$19.00 ,$21.65 ,$21.35 ,12.37%,$2.65 ,$2.35 ,2,
